State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,State,City,Gender,Type,Rate
32,11,District - Alappuzha  11,Urban,60-69, KERALA, Alappuzha,Female,In seeing,727
32,11,District - Alappuzha  11,Urban,70-79, KERALA, Alappuzha,Female,In seeing,652
32,11,District - Alappuzha  11,Urban,80-89, KERALA, Alappuzha,Female,In seeing,258
32,11,District - Alappuzha  11,Urban,90+, KERALA, Alappuzha,Female,In seeing,52
32,11,District - Alappuzha  11,Urban,Age not stated, KERALA, Alappuzha,Female,In seeing,5
32,12,District - Pathanamthitta  12,Rural,0-4, KERALA, Pathanamthitta,Female,In seeing,127
32,12,District - Pathanamthitta  12,Rural,5-9, KERALA, Pathanamthitta,Female,In seeing,147
32,12,District - Pathanamthitta  12,Rural,10-19, KERALA, Pathanamthitta,Female,In seeing,408
32,12,District - Pathanamthitta  12,Rural,20-29, KERALA, Pathanamthitta,Female,In seeing,379
32,12,District - Pathanamthitta  12,Rural,30-39, KERALA, Pathanamthitta,Female,In seeing,586
32,12,District - Pathanamthitta  12,Rural,40-49, KERALA, Pathanamthitta,Female,In seeing,712
32,12,District - Pathanamthitta  12,Rural,50-59, KERALA, Pathanamthitta,Female,In seeing,741
32,12,District - Pathanamthitta  12,Rural,60-69, KERALA, Pathanamthitta,Female,In seeing,928
32,12,District - Pathanamthitta  12,Rural,70-79, KERALA, Pathanamthitta,Female,In seeing,857
32,12,District - Pathanamthitta  12,Rural,80-89, KERALA, Pathanamthitta,Female,In seeing,414
32,12,District - Pathanamthitta  12,Rural,90+, KERALA, Pathanamthitta,Female,In seeing,112
32,12,District - Pathanamthitta  12,Rural,Age not stated, KERALA, Pathanamthitta,Female,In seeing,5
32,12,District - Pathanamthitta  12,Urban,0-4, KERALA, Pathanamthitta,Female,In seeing,15
32,12,District - Pathanamthitta  12,Urban,5-9, KERALA, Pathanamthitta,Female,In seeing,11
32,12,District - Pathanamthitta  12,Urban,10-19, KERALA, Pathanamthitta,Female,In seeing,42
32,12,District - Pathanamthitta  12,Urban,20-29, KERALA, Pathanamthitta,Female,In seeing,27
32,12,District - Pathanamthitta  12,Urban,30-39, KERALA, Pathanamthitta,Female,In seeing,69
32,12,District - Pathanamthitta  12,Urban,40-49, KERALA, Pathanamthitta,Female,In seeing,48
32,12,District - Pathanamthitta  12,Urban,50-59, KERALA, Pathanamthitta,Female,In seeing,53
32,12,District - Pathanamthitta  12,Urban,60-69, KERALA, Pathanamthitta,Female,In seeing,72
32,12,District - Pathanamthitta  12,Urban,70-79, KERALA, Pathanamthitta,Female,In seeing,66
32,12,District - Pathanamthitta  12,Urban,80-89, KERALA, Pathanamthitta,Female,In seeing,38
32,12,District - Pathanamthitta  12,Urban,90+, KERALA, Pathanamthitta,Female,In seeing,8
32,12,District - Pathanamthitta  12,Urban,Age not stated, KERALA, Pathanamthitta,Female,In seeing,1
32,13,District - Kollam  13,Rural,0-4, KERALA, Kollam,Female,In seeing,249
32,13,District - Kollam  13,Rural,5-9, KERALA, Kollam,Female,In seeing,281
32,13,District - Kollam  13,Rural,10-19, KERALA, Kollam,Female,In seeing,755
32,13,District - Kollam  13,Rural,20-29, KERALA, Kollam,Female,In seeing,863
32,13,District - Kollam  13,Rural,30-39, KERALA, Kollam,Female,In seeing,1245
32,13,District - Kollam  13,Rural,40-49, KERALA, Kollam,Female,In seeing,1788
32,13,District - Kollam  13,Rural,50-59, KERALA, Kollam,Female,In seeing,1991
32,13,District - Kollam  13,Rural,60-69, KERALA, Kollam,Female,In seeing,3036
32,13,District - Kollam  13,Rural,70-79, KERALA, Kollam,Female,In seeing,2676
32,13,District - Kollam  13,Rural,80-89, KERALA, Kollam,Female,In seeing,1284
32,13,District - Kollam  13,Rural,90+, KERALA, Kollam,Female,In seeing,261
32,13,District - Kollam  13,Rural,Age not stated, KERALA, Kollam,Female,In seeing,4
32,13,District - Kollam  13,Urban,0-4, KERALA, Kollam,Female,In seeing,94
32,13,District - Kollam  13,Urban,5-9, KERALA, Kollam,Female,In seeing,84
32,13,District - Kollam  13,Urban,10-19, KERALA, Kollam,Female,In seeing,261
32,13,District - Kollam  13,Urban,20-29, KERALA, Kollam,Female,In seeing,273
32,13,District - Kollam  13,Urban,30-39, KERALA, Kollam,Female,In seeing,303
32,13,District - Kollam  13,Urban,40-49, KERALA, Kollam,Female,In seeing,440
32,13,District - Kollam  13,Urban,50-59, KERALA, Kollam,Female,In seeing,472
32,13,District - Kollam  13,Urban,60-69, KERALA, Kollam,Female,In seeing,754
32,13,District - Kollam  13,Urban,70-79, KERALA, Kollam,Female,In seeing,629
32,13,District - Kollam  13,Urban,80-89, KERALA, Kollam,Female,In seeing,236
32,13,District - Kollam  13,Urban,90+, KERALA, Kollam,Female,In seeing,43
32,13,District - Kollam  13,Urban,Age not stated, KERALA, Kollam,Female,In seeing,3
32,14,District - Thiruvananthapuram  14,Rural,0-4, KERALA, Thiruvananthapuram,Female,In seeing,427
32,14,District - Thiruvananthapuram  14,Rural,5-9, KERALA, Thiruvananthapuram,Female,In seeing,505
32,14,District - Thiruvananthapuram  14,Rural,10-19, KERALA, Thiruvananthapuram,Female,In seeing,1254
32,14,District - Thiruvananthapuram  14,Rural,20-29, KERALA, Thiruvananthapuram,Female,In seeing,1267
32,14,District - Thiruvananthapuram  14,Rural,30-39, KERALA, Thiruvananthapuram,Female,In seeing,1526
32,14,District - Thiruvananthapuram  14,Rural,40-49, KERALA, Thiruvananthapuram,Female,In seeing,1688
32,14,District - Thiruvananthapuram  14,Rural,50-59, KERALA, Thiruvananthapuram,Female,In seeing,1457
32,14,District - Thiruvananthapuram  14,Rural,60-69, KERALA, Thiruvananthapuram,Female,In seeing,2024
32,14,District - Thiruvananthapuram  14,Rural,70-79, KERALA, Thiruvananthapuram,Female,In seeing,1537
32,14,District - Thiruvananthapuram  14,Rural,80-89, KERALA, Thiruvananthapuram,Female,In seeing,690
32,14,District - Thiruvananthapuram  14,Rural,90+, KERALA, Thiruvananthapuram,Female,In seeing,136
32,14,District - Thiruvananthapuram  14,Rural,Age not stated, KERALA, Thiruvananthapuram,Female,In seeing,16
32,14,District - Thiruvananthapuram  14,Urban,0-4, KERALA, Thiruvananthapuram,Female,In seeing,207
32,14,District - Thiruvananthapuram  14,Urban,5-9, KERALA, Thiruvananthapuram,Female,In seeing,226
32,14,District - Thiruvananthapuram  14,Urban,10-19, KERALA, Thiruvananthapuram,Female,In seeing,610
32,14,District - Thiruvananthapuram  14,Urban,20-29, KERALA, Thiruvananthapuram,Female,In seeing,615
32,14,District - Thiruvananthapuram  14,Urban,30-39, KERALA, Thiruvananthapuram,Female,In seeing,700
32,14,District - Thiruvananthapuram  14,Urban,40-49, KERALA, Thiruvananthapuram,Female,In seeing,787
32,14,District - Thiruvananthapuram  14,Urban,50-59, KERALA, Thiruvananthapuram,Female,In seeing,672
32,14,District - Thiruvananthapuram  14,Urban,60-69, KERALA, Thiruvananthapuram,Female,In seeing,714
32,14,District - Thiruvananthapuram  14,Urban,70-79, KERALA, Thiruvananthapuram,Female,In seeing,516
32,14,District - Thiruvananthapuram  14,Urban,80-89, KERALA, Thiruvananthapuram,Female,In seeing,193
32,14,District - Thiruvananthapuram  14,Urban,90+, KERALA, Thiruvananthapuram,Female,In seeing,35
32,14,District - Thiruvananthapuram  14,Urban,Age not stated, KERALA, Thiruvananthapuram,Female,In seeing,11
32,1,District - Kasaragod  01,Rural,0-4, KERALA, Kasaragod,Male,In speech,21
32,1,District - Kasaragod  01,Rural,5-9, KERALA, Kasaragod,Male,In speech,147
32,1,District - Kasaragod  01,Rural,10-19, KERALA, Kasaragod,Male,In speech,360
32,1,District - Kasaragod  01,Rural,20-29, KERALA, Kasaragod,Male,In speech,228
32,1,District - Kasaragod  01,Rural,30-39, KERALA, Kasaragod,Male,In speech,165
32,1,District - Kasaragod  01,Rural,40-49, KERALA, Kasaragod,Male,In speech,103
32,1,District - Kasaragod  01,Rural,50-59, KERALA, Kasaragod,Male,In speech,80
32,1,District - Kasaragod  01,Rural,60-69, KERALA, Kasaragod,Male,In speech,66
32,1,District - Kasaragod  01,Rural,70-79, KERALA, Kasaragod,Male,In speech,35
32,1,District - Kasaragod  01,Rural,80-89, KERALA, Kasaragod,Male,In speech,16
32,1,District - Kasaragod  01,Rural,90+, KERALA, Kasaragod,Male,In speech,0
32,1,District - Kasaragod  01,Rural,Age not stated, KERALA, Kasaragod,Male,In speech,1
32,1,District - Kasaragod  01,Urban,0-4, KERALA, Kasaragod,Male,In speech,4
32,1,District - Kasaragod  01,Urban,5-9, KERALA, Kasaragod,Male,In speech,29
32,1,District - Kasaragod  01,Urban,10-19, KERALA, Kasaragod,Male,In speech,72
32,1,District - Kasaragod  01,Urban,20-29, KERALA, Kasaragod,Male,In speech,53
32,1,District - Kasaragod  01,Urban,30-39, KERALA, Kasaragod,Male,In speech,27
32,1,District - Kasaragod  01,Urban,40-49, KERALA, Kasaragod,Male,In speech,23
32,1,District - Kasaragod  01,Urban,50-59, KERALA, Kasaragod,Male,In speech,17
32,1,District - Kasaragod  01,Urban,60-69, KERALA, Kasaragod,Male,In speech,6
32,1,District - Kasaragod  01,Urban,70-79, KERALA, Kasaragod,Male,In speech,6
32,1,District - Kasaragod  01,Urban,80-89, KERALA, Kasaragod,Male,In speech,1
32,1,District - Kasaragod  01,Urban,90+, KERALA, Kasaragod,Male,In speech,0
32,1,District - Kasaragod  01,Urban,Age not stated, KERALA, Kasaragod,Male,In speech,0
32,2,District - Kannur  02,Rural,0-4, KERALA, Kannur,Male,In speech,20
32,2,District - Kannur  02,Rural,5-9, KERALA, Kannur,Male,In speech,146
32,2,District - Kannur  02,Rural,10-19, KERALA, Kannur,Male,In speech,319
32,2,District - Kannur  02,Rural,20-29, KERALA, Kannur,Male,In speech,313
32,2,District - Kannur  02,Rural,30-39, KERALA, Kannur,Male,In speech,256
32,2,District - Kannur  02,Rural,40-49, KERALA, Kannur,Male,In speech,163
32,2,District - Kannur  02,Rural,50-59, KERALA, Kannur,Male,In speech,103
32,2,District - Kannur  02,Rural,60-69, KERALA, Kannur,Male,In speech,84
32,2,District - Kannur  02,Rural,70-79, KERALA, Kannur,Male,In speech,68
32,2,District - Kannur  02,Rural,80-89, KERALA, Kannur,Male,In speech,20
32,2,District - Kannur  02,Rural,90+, KERALA, Kannur,Male,In speech,2
32,2,District - Kannur  02,Rural,Age not stated, KERALA, Kannur,Male,In speech,0
32,2,District - Kannur  02,Urban,0-4, KERALA, Kannur,Male,In speech,19
32,2,District - Kannur  02,Urban,5-9, KERALA, Kannur,Male,In speech,109
32,2,District - Kannur  02,Urban,10-19, KERALA, Kannur,Male,In speech,280
32,2,District - Kannur  02,Urban,20-29, KERALA, Kannur,Male,In speech,251
32,2,District - Kannur  02,Urban,30-39, KERALA, Kannur,Male,In speech,223
32,2,District - Kannur  02,Urban,40-49, KERALA, Kannur,Male,In speech,157
32,2,District - Kannur  02,Urban,50-59, KERALA, Kannur,Male,In speech,107
32,2,District - Kannur  02,Urban,60-69, KERALA, Kannur,Male,In speech,70
32,2,District - Kannur  02,Urban,70-79, KERALA, Kannur,Male,In speech,43
32,2,District - Kannur  02,Urban,80-89, KERALA, Kannur,Male,In speech,12
32,2,District - Kannur  02,Urban,90+, KERALA, Kannur,Male,In speech,3
32,2,District - Kannur  02,Urban,Age not stated, KERALA, Kannur,Male,In speech,0
32,3,District - Wayanad  03,Rural,0-4, KERALA, Wayanad,Male,In speech,18
32,3,District - Wayanad  03,Rural,5-9, KERALA, Wayanad,Male,In speech,98
32,3,District - Wayanad  03,Rural,10-19, KERALA, Wayanad,Male,In speech,229
32,3,District - Wayanad  03,Rural,20-29, KERALA, Wayanad,Male,In speech,189
32,3,District - Wayanad  03,Rural,30-39, KERALA, Wayanad,Male,In speech,129
32,3,District - Wayanad  03,Rural,40-49, KERALA, Wayanad,Male,In speech,93
32,3,District - Wayanad  03,Rural,50-59, KERALA, Wayanad,Male,In speech,49
32,3,District - Wayanad  03,Rural,60-69, KERALA, Wayanad,Male,In speech,46
32,3,District - Wayanad  03,Rural,70-79, KERALA, Wayanad,Male,In speech,27
32,3,District - Wayanad  03,Rural,80-89, KERALA, Wayanad,Male,In speech,8
32,3,District - Wayanad  03,Rural,90+, KERALA, Wayanad,Male,In speech,1
32,3,District - Wayanad  03,Rural,Age not stated, KERALA, Wayanad,Male,In speech,0
32,3,District - Wayanad  03,Urban,0-4, KERALA, Wayanad,Male,In speech,0
32,3,District - Wayanad  03,Urban,5-9, KERALA, Wayanad,Male,In speech,2
32,3,District - Wayanad  03,Urban,10-19, KERALA, Wayanad,Male,In speech,12
32,3,District - Wayanad  03,Urban,20-29, KERALA, Wayanad,Male,In speech,5
32,3,District - Wayanad  03,Urban,30-39, KERALA, Wayanad,Male,In speech,8
32,3,District - Wayanad  03,Urban,40-49, KERALA, Wayanad,Male,In speech,1
32,3,District - Wayanad  03,Urban,50-59, KERALA, Wayanad,Male,In speech,1
32,3,District - Wayanad  03,Urban,60-69, KERALA, Wayanad,Male,In speech,1
32,3,District - Wayanad  03,Urban,70-79, KERALA, Wayanad,Male,In speech,0
32,3,District - Wayanad  03,Urban,80-89, KERALA, Wayanad,Male,In speech,0
32,3,District - Wayanad  03,Urban,90+, KERALA, Wayanad,Male,In speech,0
32,3,District - Wayanad  03,Urban,Age not stated, KERALA, Wayanad,Male,In speech,0
32,4,District - Kozhikode  04,Rural,0-4, KERALA, Kozhikode,Male,In speech,36
32,4,District - Kozhikode  04,Rural,5-9, KERALA, Kozhikode,Male,In speech,194
32,4,District - Kozhikode  04,Rural,10-19, KERALA, Kozhikode,Male,In speech,483
32,4,District - Kozhikode  04,Rural,20-29, KERALA, Kozhikode,Male,In speech,406
32,4,District - Kozhikode  04,Rural,30-39, KERALA, Kozhikode,Male,In speech,320
32,4,District - Kozhikode  04,Rural,40-49, KERALA, Kozhikode,Male,In speech,203
32,4,District - Kozhikode  04,Rural,50-59, KERALA, Kozhikode,Male,In speech,146
32,4,District - Kozhikode  04,Rural,60-69, KERALA, Kozhikode,Male,In speech,145
32,4,District - Kozhikode  04,Rural,70-79, KERALA, Kozhikode,Male,In speech,74
32,4,District - Kozhikode  04,Rural,80-89, KERALA, Kozhikode,Male,In speech,38
32,4,District - Kozhikode  04,Rural,90+, KERALA, Kozhikode,Male,In speech,10
32,4,District - Kozhikode  04,Rural,Age not stated, KERALA, Kozhikode,Male,In speech,1
32,4,District - Kozhikode  04,Urban,0-4, KERALA, Kozhikode,Male,In speech,17
32,4,District - Kozhikode  04,Urban,5-9, KERALA, Kozhikode,Male,In speech,116
32,4,District - Kozhikode  04,Urban,10-19, KERALA, Kozhikode,Male,In speech,275
32,4,District - Kozhikode  04,Urban,20-29, KERALA, Kozhikode,Male,In speech,222
32,4,District - Kozhikode  04,Urban,30-39, KERALA, Kozhikode,Male,In speech,172
32,4,District - Kozhikode  04,Urban,40-49, KERALA, Kozhikode,Male,In speech,118
32,4,District - Kozhikode  04,Urban,50-59, KERALA, Kozhikode,Male,In speech,81
32,4,District - Kozhikode  04,Urban,60-69, KERALA, Kozhikode,Male,In speech,66
32,4,District - Kozhikode  04,Urban,70-79, KERALA, Kozhikode,Male,In speech,47
32,4,District - Kozhikode  04,Urban,80-89, KERALA, Kozhikode,Male,In speech,16
32,4,District - Kozhikode  04,Urban,90+, KERALA, Kozhikode,Male,In speech,2
32,4,District - Kozhikode  04,Urban,Age not stated, KERALA, Kozhikode,Male,In speech,2
32,5,District - Malappuram  05,Rural,0-4, KERALA, Malappuram,Male,In speech,82
32,5,District - Malappuram  05,Rural,5-9, KERALA, Malappuram,Male,In speech,519
32,5,District - Malappuram  05,Rural,10-19, KERALA, Malappuram,Male,In speech,997
32,5,District - Malappuram  05,Rural,20-29, KERALA, Malappuram,Male,In speech,557
32,5,District - Malappuram  05,Rural,30-39, KERALA, Malappuram,Male,In speech,413
32,5,District - Malappuram  05,Rural,40-49, KERALA, Malappuram,Male,In speech,284
32,5,District - Malappuram  05,Rural,50-59, KERALA, Malappuram,Male,In speech,212
32,5,District - Malappuram  05,Rural,60-69, KERALA, Malappuram,Male,In speech,182
32,5,District - Malappuram  05,Rural,70-79, KERALA, Malappuram,Male,In speech,89
32,5,District - Malappuram  05,Rural,80-89, KERALA, Malappuram,Male,In speech,22
32,5,District - Malappuram  05,Rural,90+, KERALA, Malappuram,Male,In speech,5
32,5,District - Malappuram  05,Rural,Age not stated, KERALA, Malappuram,Male,In speech,3
32,5,District - Malappuram  05,Urban,0-4, KERALA, Malappuram,Male,In speech,9
32,5,District - Malappuram  05,Urban,5-9, KERALA, Malappuram,Male,In speech,47
32,5,District - Malappuram  05,Urban,10-19, KERALA, Malappuram,Male,In speech,99
32,5,District - Malappuram  05,Urban,20-29, KERALA, Malappuram,Male,In speech,68
32,5,District - Malappuram  05,Urban,30-39, KERALA, Malappuram,Male,In speech,47
32,5,District - Malappuram  05,Urban,40-49, KERALA, Malappuram,Male,In speech,30
32,5,District - Malappuram  05,Urban,50-59, KERALA, Malappuram,Male,In speech,18
32,5,District - Malappuram  05,Urban,60-69, KERALA, Malappuram,Male,In speech,24
32,5,District - Malappuram  05,Urban,70-79, KERALA, Malappuram,Male,In speech,17
32,5,District - Malappuram  05,Urban,80-89, KERALA, Malappuram,Male,In speech,10
32,5,District - Malappuram  05,Urban,90+, KERALA, Malappuram,Male,In speech,1
32,5,District - Malappuram  05,Urban,Age not stated, KERALA, Malappuram,Male,In speech,0
32,6,District - Palakkad  06,Rural,0-4, KERALA, Palakkad,Male,In speech,35
32,6,District - Palakkad  06,Rural,5-9, KERALA, Palakkad,Male,In speech,249
32,6,District - Palakkad  06,Rural,10-19, KERALA, Palakkad,Male,In speech,613
32,6,District - Palakkad  06,Rural,20-29, KERALA, Palakkad,Male,In speech,477
32,6,District - Palakkad  06,Rural,30-39, KERALA, Palakkad,Male,In speech,387
32,6,District - Palakkad  06,Rural,40-49, KERALA, Palakkad,Male,In speech,285
32,6,District - Palakkad  06,Rural,50-59, KERALA, Palakkad,Male,In speech,174
32,6,District - Palakkad  06,Rural,60-69, KERALA, Palakkad,Male,In speech,166
32,6,District - Palakkad  06,Rural,70-79, KERALA, Palakkad,Male,In speech,78
32,6,District - Palakkad  06,Rural,80-89, KERALA, Palakkad,Male,In speech,30
32,6,District - Palakkad  06,Rural,90+, KERALA, Palakkad,Male,In speech,4
32,6,District - Palakkad  06,Rural,Age not stated, KERALA, Palakkad,Male,In speech,0
32,6,District - Palakkad  06,Urban,0-4, KERALA, Palakkad,Male,In speech,2
32,6,District - Palakkad  06,Urban,5-9, KERALA, Palakkad,Male,In speech,43
32,6,District - Palakkad  06,Urban,10-19, KERALA, Palakkad,Male,In speech,73
32,6,District - Palakkad  06,Urban,20-29, KERALA, Palakkad,Male,In speech,63
32,6,District - Palakkad  06,Urban,30-39, KERALA, Palakkad,Male,In speech,40
32,6,District - Palakkad  06,Urban,40-49, KERALA, Palakkad,Male,In speech,42
32,6,District - Palakkad  06,Urban,50-59, KERALA, Palakkad,Male,In speech,28
32,6,District - Palakkad  06,Urban,60-69, KERALA, Palakkad,Male,In speech,18
32,6,District - Palakkad  06,Urban,70-79, KERALA, Palakkad,Male,In speech,14
32,6,District - Palakkad  06,Urban,80-89, KERALA, Palakkad,Male,In speech,3
32,6,District - Palakkad  06,Urban,90+, KERALA, Palakkad,Male,In speech,2
32,6,District - Palakkad  06,Urban,Age not stated, KERALA, Palakkad,Male,In speech,1
32,7,District - Thrissur  07,Rural,0-4, KERALA, Thrissur,Male,In speech,28
32,7,District - Thrissur  07,Rural,5-9, KERALA, Thrissur,Male,In speech,198
32,7,District - Thrissur  07,Rural,10-19, KERALA, Thrissur,Male,In speech,514
32,7,District - Thrissur  07,Rural,20-29, KERALA, Thrissur,Male,In speech,540
32,7,District - Thrissur  07,Rural,30-39, KERALA, Thrissur,Male,In speech,467
32,7,District - Thrissur  07,Rural,40-49, KERALA, Thrissur,Male,In speech,335
32,7,District - Thrissur  07,Rural,50-59, KERALA, Thrissur,Male,In speech,216
32,7,District - Thrissur  07,Rural,60-69, KERALA, Thrissur,Male,In speech,183
32,7,District - Thrissur  07,Rural,70-79, KERALA, Thrissur,Male,In speech,91
32,7,District - Thrissur  07,Rural,80-89, KERALA, Thrissur,Male,In speech,28
32,7,District - Thrissur  07,Rural,90+, KERALA, Thrissur,Male,In speech,2
32,7,District - Thrissur  07,Rural,Age not stated, KERALA, Thrissur,Male,In speech,1
32,7,District - Thrissur  07,Urban,0-4, KERALA, Thrissur,Male,In speech,10
32,7,District - Thrissur  07,Urban,5-9, KERALA, Thrissur,Male,In speech,64
32,7,District - Thrissur  07,Urban,10-19, KERALA, Thrissur,Male,In speech,172
32,7,District - Thrissur  07,Urban,20-29, KERALA, Thrissur,Male,In speech,177
32,7,District - Thrissur  07,Urban,30-39, KERALA, Thrissur,Male,In speech,169
32,7,District - Thrissur  07,Urban,40-49, KERALA, Thrissur,Male,In speech,112
32,7,District - Thrissur  07,Urban,50-59, KERALA, Thrissur,Male,In speech,78
32,7,District - Thrissur  07,Urban,60-69, KERALA, Thrissur,Male,In speech,66
32,7,District - Thrissur  07,Urban,70-79, KERALA, Thrissur,Male,In speech,27
32,7,District - Thrissur  07,Urban,80-89, KERALA, Thrissur,Male,In speech,9
32,7,District - Thrissur  07,Urban,90+, KERALA, Thrissur,Male,In speech,0
32,7,District - Thrissur  07,Urban,Age not stated, KERALA, Thrissur,Male,In speech,0
32,8,District - Ernakulam  08,Rural,0-4, KERALA, Ernakulam,Male,In speech,29
32,8,District - Ernakulam  08,Rural,5-9, KERALA, Ernakulam,Male,In speech,161
32,8,District - Ernakulam  08,Rural,10-19, KERALA, Ernakulam,Male,In speech,359
32,8,District - Ernakulam  08,Rural,20-29, KERALA, Ernakulam,Male,In speech,378
32,8,District - Ernakulam  08,Rural,30-39, KERALA, Ernakulam,Male,In speech,395
32,8,District - Ernakulam  08,Rural,40-49, KERALA, Ernakulam,Male,In speech,274
32,8,District - Ernakulam  08,Rural,50-59, KERALA, Ernakulam,Male,In speech,170
32,8,District - Ernakulam  08,Rural,60-69, KERALA, Ernakulam,Male,In speech,124
32,8,District - Ernakulam  08,Rural,70-79, KERALA, Ernakulam,Male,In speech,96
32,8,District - Ernakulam  08,Rural,80-89, KERALA, Ernakulam,Male,In speech,20
32,8,District - Ernakulam  08,Rural,90+, KERALA, Ernakulam,Male,In speech,3
32,8,District - Ernakulam  08,Rural,Age not stated, KERALA, Ernakulam,Male,In speech,2
32,8,District - Ernakulam  08,Urban,0-4, KERALA, Ernakulam,Male,In speech,18
32,8,District - Ernakulam  08,Urban,5-9, KERALA, Ernakulam,Male,In speech,132
32,8,District - Ernakulam  08,Urban,10-19, KERALA, Ernakulam,Male,In speech,310
32,8,District - Ernakulam  08,Urban,20-29, KERALA, Ernakulam,Male,In speech,330
32,8,District - Ernakulam  08,Urban,30-39, KERALA, Ernakulam,Male,In speech,292
32,8,District - Ernakulam  08,Urban,40-49, KERALA, Ernakulam,Male,In speech,194
32,8,District - Ernakulam  08,Urban,50-59, KERALA, Ernakulam,Male,In speech,133
32,8,District - Ernakulam  08,Urban,60-69, KERALA, Ernakulam,Male,In speech,111
32,8,District - Ernakulam  08,Urban,70-79, KERALA, Ernakulam,Male,In speech,51
32,8,District - Ernakulam  08,Urban,80-89, KERALA, Ernakulam,Male,In speech,8
32,8,District - Ernakulam  08,Urban,90+, KERALA, Ernakulam,Male,In speech,4
32,8,District - Ernakulam  08,Urban,Age not stated, KERALA, Ernakulam,Male,In speech,1
32,9,District - Idukki  09,Rural,0-4, KERALA, Idukki,Male,In speech,18
32,9,District - Idukki  09,Rural,5-9, KERALA, Idukki,Male,In speech,117
32,9,District - Idukki  09,Rural,10-19, KERALA, Idukki,Male,In speech,269
32,9,District - Idukki  09,Rural,20-29, KERALA, Idukki,Male,In speech,304
32,9,District - Idukki  09,Rural,30-39, KERALA, Idukki,Male,In speech,262
32,9,District - Idukki  09,Rural,40-49, KERALA, Idukki,Male,In speech,184
32,9,District - Idukki  09,Rural,50-59, KERALA, Idukki,Male,In speech,97
32,9,District - Idukki  09,Rural,60-69, KERALA, Idukki,Male,In speech,76
32,9,District - Idukki  09,Rural,70-79, KERALA, Idukki,Male,In speech,55
32,9,District - Idukki  09,Rural,80-89, KERALA, Idukki,Male,In speech,18
32,9,District - Idukki  09,Rural,90+, KERALA, Idukki,Male,In speech,3
32,9,District - Idukki  09,Rural,Age not stated, KERALA, Idukki,Male,In speech,1
32,9,District - Idukki  09,Urban,0-4, KERALA, Idukki,Male,In speech,3
32,9,District - Idukki  09,Urban,5-9, KERALA, Idukki,Male,In speech,3
32,9,District - Idukki  09,Urban,10-19, KERALA, Idukki,Male,In speech,16
32,9,District - Idukki  09,Urban,20-29, KERALA, Idukki,Male,In speech,21
32,9,District - Idukki  09,Urban,30-39, KERALA, Idukki,Male,In speech,17
32,9,District - Idukki  09,Urban,40-49, KERALA, Idukki,Male,In speech,8
32,9,District - Idukki  09,Urban,50-59, KERALA, Idukki,Male,In speech,7
32,9,District - Idukki  09,Urban,60-69, KERALA, Idukki,Male,In speech,8
32,9,District - Idukki  09,Urban,70-79, KERALA, Idukki,Male,In speech,3
32,9,District - Idukki  09,Urban,80-89, KERALA, Idukki,Male,In speech,0
32,9,District - Idukki  09,Urban,90+, KERALA, Idukki,Male,In speech,1
32,9,District - Idukki  09,Urban,Age not stated, KERALA, Idukki,Male,In speech,0
32,10,District - Kottayam  10,Rural,0-4, KERALA, Kottayam,Male,In speech,34
32,10,District - Kottayam  10,Rural,5-9, KERALA, Kottayam,Male,In speech,174
32,10,District - Kottayam  10,Rural,10-19, KERALA, Kottayam,Male,In speech,362
32,10,District - Kottayam  10,Rural,20-29, KERALA, Kottayam,Male,In speech,393
32,10,District - Kottayam  10,Rural,30-39, KERALA, Kottayam,Male,In speech,375
32,10,District - Kottayam  10,Rural,40-49, KERALA, Kottayam,Male,In speech,288
32,10,District - Kottayam  10,Rural,50-59, KERALA, Kottayam,Male,In speech,190
32,10,District - Kottayam  10,Rural,60-69, KERALA, Kottayam,Male,In speech,177
32,10,District - Kottayam  10,Rural,70-79, KERALA, Kottayam,Male,In speech,107
32,10,District - Kottayam  10,Rural,80-89, KERALA, Kottayam,Male,In speech,38
32,10,District - Kottayam  10,Rural,90+, KERALA, Kottayam,Male,In speech,6
32,10,District - Kottayam  10,Rural,Age not stated, KERALA, Kottayam,Male,In speech,2
32,10,District - Kottayam  10,Urban,0-4, KERALA, Kottayam,Male,In speech,3
32,10,District - Kottayam  10,Urban,5-9, KERALA, Kottayam,Male,In speech,33
32,10,District - Kottayam  10,Urban,10-19, KERALA, Kottayam,Male,In speech,41
32,10,District - Kottayam  10,Urban,20-29, KERALA, Kottayam,Male,In speech,54
32,10,District - Kottayam  10,Urban,30-39, KERALA, Kottayam,Male,In speech,61
32,10,District - Kottayam  10,Urban,40-49, KERALA, Kottayam,Male,In speech,39
32,10,District - Kottayam  10,Urban,50-59, KERALA, Kottayam,Male,In speech,32
32,10,District - Kottayam  10,Urban,60-69, KERALA, Kottayam,Male,In speech,17
32,10,District - Kottayam  10,Urban,70-79, KERALA, Kottayam,Male,In speech,22
32,10,District - Kottayam  10,Urban,80-89, KERALA, Kottayam,Male,In speech,10
32,10,District - Kottayam  10,Urban,90+, KERALA, Kottayam,Male,In speech,0
32,10,District - Kottayam  10,Urban,Age not stated, KERALA, Kottayam,Male,In speech,0
32,11,District - Alappuzha  11,Rural,0-4, KERALA, Alappuzha,Male,In speech,27
32,11,District - Alappuzha  11,Rural,5-9, KERALA, Alappuzha,Male,In speech,142
